,index,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,commonstock,costofrevenue,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,investmentchangesnet,minorityinterest,netchangeincash,netincome,netincomeapplicabletocommon,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,preferredstock,propertyplantequipmentnet,researchdevelopmentexpense,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock
0,0,-195500000.0,2895250000.0,2895250000.0,-595250000.0,-387500000.0,1087750000.0,322000000.0,-18750000.0,-133500000.0,-12000000.0,6000000.0,3243750000.0,-109000000.0,993000000.0,-10250000.0,155217857.143,2634500000.0,3565250000.0,895000000.0,774500000.0,-101750000.0,10750000.0,4250000.0,94750000.0,848250000.0,848250000.0,466000000.0,346250000.0,545339196.97,1046289142.86,720250000.0,0.0,1101250000.0,685000000.0,5625000000.0,1887250000.0,239500000.0,10277500000.0,5170250000.0,1758500000.0,5259000000.0,2376250000.0,916250000.0,6809000000.0,251500000.0,5018500000.0,-9164000000.0
1,22,-169425000.0,3266350000.0,3540975000.0,-473900000.0,-360275000.0,1576250000.0,247825000.0,-98800000.0,-142600000.0,97750000.0,3100000.0,776850000.0,-60125000.0,1701050000.0,-12025000.0,155217857.143,2238625000.0,5323375000.0,1640075000.0,1365450000.0,-69950000.0,168475000.0,16150000.0,730050000.0,1135650000.0,1135650000.0,1593405022.22,659875000.0,5300000.0,1046289142.86,796725000.0,0.0,897000000.0,1020675000.0,4335725000.0,2427000000.0,436725000.0,10169475000.0,5293525000.0,1213025000.0,3828750000.0,1802850000.0,816850000.0,6100225000.0,65100000.0,6340725000.0,-730025000.0
2,39,-248750000.0,353500000.0,865500000.0,-1157750000.0,-223250000.0,1428000000.0,616500000.0,-427750000.0,-608000000.0,-416250000.0,98750000.0,12729267654.8,-247250000.0,1707250000.0,-40000000.0,155217857.143,8892500000.0,4051603327.78,1517750000.0,2837250000.0,-234500000.0,201000000.0,48750000.0,7000000.0,1120500000.0,1120500000.0,13241750000.0,688225201.389,545339196.97,1046289142.86,13426250000.0,571428571.429,789750000.0,543822041.667,6215750000.0,9958000000.0,275750000.0,30015250000.0,5647690744.44,3664840894.44,22376250000.0,4088250000.0,2998750000.0,11665250000.0,568750000.0,7639000000.0,-2553000000.0
3,98,-1353338250.0,225501750.0,237575250.0,-221195750.0,-705574250.0,962818750.0,472501250.0,-53143433.3333,1716750.0,55071250.0,2289250.0,2086498500.0,-95493000.0,426618500.0,-10409607.1429,155217857.143,5818991437.5,1477555750.0,405042250.0,2683454094.44,-227787000.0,-22980000.0,-23500.0,36048750.0,461124750.0,461124750.0,537034500.0,149230000.0,65363250.0,0.0,1040247750.0,0.0,9780529250.0,41155000.0,2651489500.0,170455250.0,502139750.0,12169122750.0,1512253250.0,1260857000.0,7694016750.0,3197861500.0,759909750.0,3564054250.0,30141250.0,4475106000.0,-2488750.0
4,133,-2793750000.0,5339000000.0,5339500000.0,-3551500000.0,-2313750000.0,5569750000.0,2752250000.0,-5750000.0,-310500000.0,37500000.0,3032500000.0,48469750000.0,-1766750000.0,4011000000.0,-51500000.0,907000000.0,12774750000.0,9534750000.0,3426750000.0,4463500000.0,-1173500000.0,131500000.0,989250000.0,-346250000.0,3120750000.0,2780750000.0,729250000.0,327000000.0,545339196.97,-434000000.0,3766000000.0,4000000000.0,17581000000.0,1687000000.0,20508500000.0,2944750000.0,2435000000.0,69281500000.0,24087500000.0,12172750000.0,45998750000.0,18471750000.0,9581000000.0,58004500000.0,1610750000.0,23119750000.0,-1135000000.0
5,150,-84027250.0,503164750.0,828601000.0,497379000.0,-1029512750.0,518071750.0,311272250.0,-122203250.0,-133650500.0,467112250.0,1060500.0,1130958000.0,-41317000.0,-328100500.0,-303000.0,155217857.143,2386746500.0,1577729750.0,-511746500.0,2404677250.0,-182893500.0,34251250.0,53726250.0,-9121250.0,-489845500.0,-489845500.0,131357000.0,163640000.0,440006250.0,24000.0,341489250.0,0.0,364481500.0,173913000.0,473658000.0,823363250.0,967210250.0,7835653500.0,2540792500.0,1917220750.0,6346200500.0,3496390000.0,858164750.0,2708687750.0,197821750.0,1487830250.0,-512510500.0
6,156,-291050000.0,3059300000.0,3076625000.0,-982875000.0,-2749900000.0,4070300000.0,1703675000.0,-162200000.0,-404200000.0,1102550000.0,7975000.0,79562300000.0,-16425000.0,3065600000.0,-3025000.0,16600000.0,23348100000.0,6644825000.0,2564400000.0,10982400000.0,-524425000.0,29785922.619,7375000.0,327225000.0,1610225000.0,1610225000.0,144425000.0,75600000.0,38000000.0,1046289142.86,559700000.0,0.0,1322800000.0,543822041.667,4636750000.0,3579225000.0,2436450000.0,45266325000.0,9468600000.0,12191925000.0,28328750000.0,11358050000.0,4336050000.0,86207125000.0,7911050000.0,16937575000.0,-4771875000.0
7,160,-601750000.0,664500000.0,1230750000.0,308250000.0,-1957750000.0,1768750000.0,783500000.0,-136750000.0,-144750000.0,-38250000.0,45500000.0,13431000000.0,-674750000.0,1778750000.0,-7250000.0,155217857.143,12092000000.0,5808500000.0,1612250000.0,5878500000.0,-206000000.0,235000000.0,53250000.0,112000000.0,1555250000.0,1555250000.0,1084500000.0,688225201.389,1830000000.0,-4000000.0,986000000.0,571428571.429,3492750000.0,536750000.0,6213000000.0,3332000000.0,206750000.0,30675750000.0,7639250000.0,4855250000.0,16886000000.0,7531000000.0,3308250000.0,19239500000.0,767000000.0,13789750000.0,-1774867634.62
8,185,-758333333.333,73333333.3333,111000000.0,-166666666.667,-722333333.333,876333333.333,390333333.333,-39000000.0,-58666666.6667,24000000.0,594666666.667,3033333333.33,-235333333.333,770333333.333,-10409607.1429,155217857.143,1810000000.0,1352000000.0,615333333.333,113666666.667,-177333333.333,29785922.619,37000000.0,-12666666.6667,345666666.667,345666666.667,951000000.0,329333333.333,686333333.333,0.0,1977333333.33,571428571.429,8646000000.0,543822041.667,1121666666.67,2547145738.1,513666666.667,14509666666.7,2873666666.67,3224333333.33,10936000000.0,3580666666.67,1445000000.0,4385333333.33,1383000000.0,3573666666.67,-8000000.0
9,258,-1807500000.0,253750000.0,253750000.0,-472000000.0,-2441500000.0,2976250000.0,843250000.0,559250000.0,296000000.0,-59500000.0,4000000.0,12729267654.8,-519750000.0,2551500000.0,-1750000.0,155217857.143,658750000.0,4051603327.78,2083750000.0,2683454094.44,-467750000.0,-344000000.0,5116500000.0,61000000.0,704000000.0,704000000.0,2024250000.0,688225201.389,545339196.97,1046289142.86,43173000000.0,571428571.429,14172000000.0,543822041.667,15276250000.0,2547145738.1,1767500000.0,78398750000.0,5647690744.44,3664840894.44,59156500000.0,9490500000.0,8933250000.0,14284750000.0,315250000.0,19242250000.0,-5000000.0
10,317,-1632475000.0,25000000.0,85075000.0,424150000.0,-1645625000.0,1225525000.0,579600000.0,2550000.0,-56900000.0,-71600000.0,3075000.0,1965025000.0,-289550000.0,1048750000.0,-10409607.1429,32325000.0,3671750000.0,3762425000.0,654575000.0,281150000.0,-413375000.0,-55350000.0,415222343.75,4050000.0,444325000.0,444325000.0,1870575000.0,243225000.0,775150000.0,0.0,2179300000.0,571428571.429,13769325000.0,543822041.667,1189025000.0,2547145738.1,781200000.0,22518300000.0,2315625000.0,3524750000.0,16864925000.0,7208825000.0,1053875000.0,5727450000.0,1673025000.0,5653375000.0,-44625000.0
11,319,-150500000.0,361000000.0,361000000.0,-262500000.0,-606750000.0,854750000.0,535750000.0,-65250000.0,-92750000.0,-47000000.0,31000000.0,2357750000.0,-155250000.0,889000000.0,-22500000.0,1500000.0,7465500000.0,3323750000.0,391000000.0,4653000000.0,-362000000.0,308333333.333,52750000.0,-37000000.0,370250000.0,370250000.0,299750000.0,688225201.389,545339196.97,1046289142.86,741000000.0,571428571.429,565500000.0,543822041.667,-854250000.0,1821250000.0,485750000.0,14998750000.0,1873500000.0,1694000000.0,9911750000.0,6451250000.0,1156750000.0,5681500000.0,261000000.0,5087000000.0,-1774867634.62
12,329,-408750000.0,2219666666.67,2219666666.67,484750000.0,-880000000.0,884250000.0,509750000.0,-53143433.3333,28000000.0,-24750000.0,4000000.0,12729267654.8,-16750000.0,-801250000.0,27250000.0,97250000.0,2698333333.33,8803500000.0,-507250000.0,2261333333.33,-297596122.222,-87000000.0,128000000.0,516250000.0,-163000000.0,-163000000.0,602000000.0,654666666.667,554666666.667,7762000000.0,292333333.333,571428571.429,3091666666.67,543822041.667,118500000.0,2711500000.0,1008000000.0,15074000000.0,4342666666.67,2300666666.67,3524000000.0,5401544765.62,1468333333.33,8803500000.0,981184093.75,11536666666.7,-1774867634.62
13,352,-227086750.0,1222687500.0,1366112750.0,-530309750.0,-519238000.0,1319036500.0,333513750.0,-117798250.0,-138431000.0,88392250.0,90523000.0,9905174000.0,-244997750.0,1434466750.0,-9981500.0,155217857.143,3082478000.0,3025697750.0,1464535000.0,1187930250.0,-91653000.0,-208293333.333,30033000.0,259507250.0,1047607000.0,1047607000.0,1593405022.22,688225201.389,545339196.97,1046289142.86,321896000.0,571428571.429,1787420250.0,543822041.667,8068510250.0,1544013500.0,268325500.0,11968086750.0,5101534000.0,2912513750.0,6298531000.0,1549783500.0,2069874500.0,12930871750.0,612827000.0,5669555750.0,-2168130000.0
14,358,-116850000.0,169444250.0,169444250.0,-360725000.0,-193000000.0,575050000.0,199075000.0,-16200000.0,24575000.0,31375000.0,69131500.0,3657375000.0,-149375000.0,422475000.0,-5250000.0,1850000.0,4246879500.0,1793175000.0,360975000.0,1469296250.0,-69525000.0,29785922.619,88215750.0,16075000.0,159250000.0,159250000.0,466112500.0,361647750.0,616152000.0,1046289142.86,403277250.0,571428571.429,892506250.0,102650000.0,1657795000.0,1200000000.0,418175000.0,9716878250.0,2642083750.0,1384160250.0,4950996000.0,2325956250.0,1083676000.0,5450550000.0,4290500.0,4765882250.0,-610625000.0
15,363,-107900000.0,564168000.0,564168000.0,325733333.333,-580866666.667,480466666.667,132800000.0,-64500000.0,-104366666.667,51966666.6667,503620333.333,2049233333.33,-29100000.0,579433333.333,-1900000.0,155217857.143,879700666.667,1106766666.67,523366666.667,818157666.667,-297596122.222,3066666.66667,1581000.0,223433333.333,394166666.667,394166666.667,83071333.3333,2568000.0,4093000.0,1046289142.86,181666000.0,0.0,589069333.333,103433333.333,1319044333.33,376233333.333,86233333.3333,4188107000.0,1803364333.33,669411666.667,2284159000.0,1377333333.33,569940333.333,3156000000.0,34690000.0,1903814666.67,-1774867634.62
16,438,-306000000.0,882000000.0,882000000.0,-523250000.0,-324250000.0,685500000.0,385750000.0,-84000000.0,-138000000.0,-87250000.0,1500000000.0,6540750000.0,-379500000.0,741500000.0,-7250000.0,30000000.0,4223250000.0,3674750000.0,476500000.0,761000000.0,-161500000.0,42250000.0,16750000.0,-77000000.0,1141250000.0,1141250000.0,1270000000.0,4945666666.67,983666666.667,1046289142.86,2087500000.0,571428571.429,1458000000.0,543822041.667,3108500000.0,2885000000.0,-455750000.0,15763000000.0,8050750000.0,3893250000.0,8508500000.0,2118000000.0,1674250000.0,10215500000.0,12750000.0,7222000000.0,-1368000000.0
17,1,-1240000000.0,1778500000.0,1778500000.0,208750000.0,-1840250000.0,1735500000.0,1434250000.0,-30516029.4118,-264000000.0,-463250000.0,1209500000.0,19826000000.0,-284000000.0,400500000.0,-20500000.0,45209083.3333,4747250000.0,4071250000.0,17000000.0,730003760.417,-485000000.0,-255000000.0,3023000000.0,83500000.0,-303750000.0,-303750000.0,2723750000.0,300055906.863,1132500000.0,1724713250.0,2831500000.0,55750000.0,18073500000.0,197750000.0,10492250000.0,1006750000.0,2013750000.0,38360000000.0,7662750000.0,5900250000.0,25874500000.0,8331750000.0,1906750000.0,23897250000.0,511000000.0,12485500000.0,-3659250000.0
18,2,-2980750000.0,724250000.0,6961000000.0,1157750000.0,-2397000000.0,1445750000.0,1112250000.0,-159750000.0,-248000000.0,-8000000.0,120000000.0,11843500000.0,-48000000.0,1189750000.0,-10732120.3704,45209083.3333,2725666666.67,17713250000.0,397250000.0,1806666666.67,-796500000.0,383500000.0,696777098.039,206500000.0,-701750000.0,-701750000.0,2248500000.0,499000000.0,5797750000.0,1724713250.0,4011500000.0,0.0,17414500000.0,204736363.636,-9226500000.0,7852000000.0,2147500000.0,33351750000.0,10066000000.0,11220500000.0,34441500000.0,11341750000.0,1339250000.0,29556750000.0,1522750000.0,-3952000000.0,-367000000.0
19,42,-1509675000.0,415700000.0,415700000.0,-237975000.0,-1735000000.0,1803750000.0,884750000.0,-26700000.0,-82400000.0,-36300000.0,249400000.0,7314225000.0,-541225000.0,1360775000.0,-6700000.0,156825000.0,1321425000.0,2661975000.0,1234250000.0,588800000.0,-126525000.0,-30800000.0,150350000.0,-9425000.0,1094350000.0,1094350000.0,1817800000.0,65325000.0,12925000.0,1724713250.0,1464300000.0,13119125.0,8492350000.0,130075000.0,9368400000.0,1008000000.0,683650000.0,16715425000.0,3334875000.0,2805625000.0,9781325000.0,4598125000.0,2044600000.0,9976200000.0,963250000.0,6670225000.0,-2545725000.0
20,44,-323149000.0,64457000.0,64457000.0,-88492750.0,-425076000.0,519208750.0,278752250.0,-44661750.0,-146068750.0,3944000.0,870000.0,2142962750.0,-110695750.0,563090750.0,-10732120.3704,45209083.3333,1191662000.0,2613983250.0,501933250.0,224258000.0,-66895750.0,-40631754.902,696777098.039,5640000.0,313824000.0,313824000.0,46505000.0,300055906.863,761653342.593,1724713250.0,83464250.0,0.0,2640134250.0,204736363.636,1778868500.0,1754872000.0,205384750.0,5419469500.0,1316910250.0,921760250.0,3702269000.0,1903978750.0,653625250.0,4756946000.0,375116500.0,1717200500.0,-761217000.0
21,64,-379475000.0,236825000.0,236825000.0,-438250000.0,-466125000.0,913275000.0,291200000.0,-30516029.4118,-350000.0,92425000.0,1044425000.0,7008525000.0,-63850000.0,815350000.0,950000.0,2925000.0,2315175000.0,1592650000.0,621150000.0,544200000.0,-175150000.0,-40631754.902,183050000.0,9850000.0,429275000.0,429275000.0,1031218280.3,300055906.863,260075000.0,1724713250.0,1148275000.0,13119125.0,2324975000.0,204736363.636,3775925000.0,413000000.0,462550000.0,7545775000.0,2361425000.0,1869025000.0,6397925000.0,2989575000.0,914250000.0,8601175000.0,316225000.0,1147850000.0,-3307600000.0
22,84,-850750000.0,1797325000.0,1857350000.0,-1012900000.0,-512525000.0,1832475000.0,409775000.0,13550000.0,9050000.0,-57700000.0,600000.0,3028050000.0,-263350000.0,2399000000.0,-7325000.0,78525000.0,2079400000.0,2576900000.0,2422525000.0,730003760.417,-153225000.0,26200000.0,372750000.0,299725000.0,1560700000.0,1560700000.0,518400000.0,57800000.0,321550000.0,1724713250.0,421625000.0,0.0,4316000000.0,204736363.636,3300750000.0,149925000.0,168975000.0,10289425000.0,2462700000.0,947350000.0,5355675000.0,2727100000.0,227300000.0,5604950000.0,2500000.0,4933750000.0,-356625000.0
23,148,-499500000.0,319250000.0,369250000.0,721500000.0,-1913000000.0,1114500000.0,379000000.0,-11000000.0,-57250000.0,-146750000.0,2000000.0,6457250000.0,-176000000.0,1190250000.0,1500000.0,45209083.3333,2543250000.0,2082000000.0,1049750000.0,1659000000.0,-146500000.0,-40631754.902,68750000.0,-75500000.0,749750000.0,749750000.0,330750000.0,184000000.0,761653342.593,1724713250.0,456250000.0,13119125.0,4166250000.0,194250000.0,3588750000.0,631250000.0,359500000.0,11452750000.0,2753500000.0,1492500000.0,8423000000.0,4431500000.0,997250000.0,8539250000.0,114500000.0,3029750000.0,-2150750000.0
24,169,-4632250000.0,2744000000.0,2744000000.0,-1182750000.0,-5176750000.0,5541000000.0,2215250000.0,286250000.0,-164750000.0,-557000000.0,112000000.0,14155500000.0,-1830500000.0,4906500000.0,-10732120.3704,6250000.0,638666666.667,6156750000.0,4748000000.0,730003760.417,-411500000.0,-40631754.902,3790750000.0,-818500000.0,2550000000.0,2237750000.0,4039500000.0,416250000.0,252250000.0,1724713250.0,4504250000.0,13119125.0,33085750000.0,223000000.0,1453750000.0,523750000.0,2435250000.0,47444500000.0,9840250000.0,4057000000.0,28976250000.0,11486000000.0,1974000000.0,20312250000.0,199000000.0,18101500000.0,-3626250000.0
25,179,-195175000.0,117175000.0,117175000.0,-13075000.0,-381950000.0,431500000.0,118475000.0,-242700000.0,-310550000.0,45575000.0,18600000.0,2318600000.0,-60175000.0,607725000.0,-775000.0,-425000.0,311350000.0,1271075000.0,563375000.0,228050000.0,-44500000.0,725000.0,55950000.0,-13000000.0,345875000.0,345875000.0,306425000.0,96900000.0,203950000.0,1724713250.0,396200000.0,0.0,1124950000.0,114775000.0,2613625000.0,508125000.0,69500000.0,4673275000.0,2482675000.0,1488125000.0,3230475000.0,998850000.0,1310075000.0,3589675000.0,331275000.0,1442800000.0,-1291925000.0
26,232,-988311746.212,972237848.485,2244750000.0,-956750000.0,-2008000000.0,2936750000.0,1444750000.0,4500000.0,-70750000.0,-207250000.0,443750000.0,16695750000.0,-519250000.0,1822000000.0,-20000000.0,-9500000.0,3605250000.0,7050750000.0,1131250000.0,730003760.417,-607750000.0,-11250000.0,249750000.0,-48000000.0,1016500000.0,1016500000.0,2181500000.0,482000000.0,43500000.0,1724713250.0,797250000.0,13119125.0,13041500000.0,204736363.636,3968000000.0,1787500000.0,1924500000.0,29845750000.0,9086250000.0,4943000000.0,23262750000.0,10618000000.0,3471750000.0,23746500000.0,641500000.0,6542250000.0,-471500000.0
27,244,-149136250.0,307023500.0,523523500.0,47827000.0,-668917000.0,486935750.0,119765500.0,-1906250.0,-77640000.0,-49492250.0,129946500.0,3184512250.0,-74123250.0,857884750.0,-2193250.0,45209083.3333,1202012000.0,1529438250.0,806728250.0,406436500.0,-60708000.0,-376724000.0,696777098.039,-136347500.0,559106750.0,559106750.0,137794500.0,203000250.0,547770000.0,1724713250.0,111051000.0,13119125.0,794378750.0,204736363.636,3053176750.0,656283500.0,-67746750.0,5738856250.0,3040221750.0,1510241500.0,3181768750.0,1297376250.0,1064287750.0,4713950500.0,42904750.0,2557087500.0,-1291010000.0
28,274,-1292500000.0,2319500000.0,2735250000.0,-3649000000.0,-1791750000.0,4632500000.0,1028500000.0,26000000.0,-166500000.0,-28750000.0,31000000.0,39801500000.0,-1959500000.0,4962750000.0,10500000.0,204750000.0,586750000.0,5999750000.0,4412500000.0,972000000.0,-590000000.0,-562666666.667,40000000.0,-797750000.0,3256500000.0,3256500000.0,403000000.0,300055906.863,761653342.593,1724713250.0,2141250000.0,13119125.0,8061000000.0,161250000.0,3223500000.0,875750000.0,1383750000.0,24660000000.0,12491250000.0,5265250000.0,14029000000.0,5204250000.0,3790000000.0,45801250000.0,139250000.0,10631000000.0,-2529500000.0
29,292,-173450500.0,50626000.0,50626000.0,-122014000.0,-161502000.0,293098000.0,186781250.0,-19712500.0,-29314000.0,11770000.0,511750.0,1835891500.0,-79098000.0,212510000.0,-10732120.3704,45209083.3333,979573750.0,378863250.0,154530750.0,187090500.0,-57862250.0,0.0,29480250.0,9582000.0,110947750.0,110947750.0,58583250.0,35179000.0,43893250.0,1724713250.0,108986750.0,0.0,2182385750.0,204736363.636,1138565500.0,145468000.0,182391500.0,4258241500.0,850608250.0,238561000.0,2081014250.0,1171165500.0,273555000.0,2214754750.0,10584000.0,2177227250.0,-2132297171.05
30,299,-1314666666.67,3788266666.67,3788266666.67,-407666666.667,-1974733333.33,2067033333.33,686766666.667,-30516029.4118,-253600000.0,-11966666.6667,4100000.0,7116366666.67,-412066666.667,1655900000.0,-66166666.6667,10300000.0,1815166666.67,2234066666.67,1622300000.0,730003760.417,-243806113.636,-114466666.667,17766666.6667,-381533333.333,1326733333.33,1326733333.33,377566666.667,536566666.667,661966666.667,1724713250.0,1011433333.33,0.0,8792433333.33,204736363.636,11318133333.3,401066666.667,737866666.667,18641000000.0,6783500000.0,2210400000.0,6830733333.33,2598833333.33,771066666.667,9350433333.33,49033333.3333,11810266666.7,-2132297171.05
31,314,-2251750000.0,1819750000.0,1902500000.0,-110500000.0,-2537750000.0,2234250000.0,1164750000.0,-30516029.4118,-125512940.476,-71000281.746,789500000.0,4495000000.0,-509750000.0,546250000.0,750000.0,-12250000.0,1988574829.55,4512000000.0,456000000.0,730003760.417,-289250000.0,159250000.0,2945250000.0,-413250000.0,35500000.0,35500000.0,3530750000.0,1170250000.0,1693750000.0,1724713250.0,2269500000.0,13119125.0,15454500000.0,555250000.0,2327000000.0,199750000.0,2093500000.0,26321000000.0,5415250000.0,3004750000.0,14587000000.0,5634250000.0,609500000.0,9007000000.0,365000000.0,11734000000.0,-2132297171.05
32,326,-812871250.0,1190225750.0,1588975500.0,-451225500.0,-785478750.0,1163071250.0,633013000.0,-102409250.0,-313256250.0,5795250.0,150887000.0,18224478750.0,-537775250.0,1186409000.0,-1682500.0,-141000.0,1969367750.0,1678027250.0,1025254000.0,870031750.0,-161155000.0,374870500.0,260663750.0,-75315500.0,621194500.0,621194500.0,964580750.0,476640750.0,761653342.593,1724713250.0,1199593162.88,13119125.0,4560830750.0,204736363.636,7188685750.0,480632500.0,449214000.0,14885404750.0,6305344750.0,2120904750.0,7251731000.0,3936975000.0,1824343750.0,19902506000.0,297012750.0,7633673750.0,-1500063500.0
33,331,-326250000.0,431500000.0,431500000.0,-263250000.0,-376000000.0,608750000.0,444000000.0,-30516029.4118,-125512940.476,-71000281.746,2000000.0,5690500000.0,-29500000.0,737250000.0,-1500000.0,65250000.0,2028250000.0,1336750000.0,56000000.0,730003760.417,-253000000.0,-8000000.0,147750000.0,-32000000.0,-14250000.0,-14250000.0,837750000.0,300055906.863,153250000.0,1724713250.0,612000000.0,13119125.0,2680750000.0,64500000.0,-130250000.0,535000000.0,611250000.0,8462500000.0,2578000000.0,2247250000.0,7366750000.0,3324500000.0,953250000.0,7027250000.0,383750000.0,1095750000.0,-441000000.0
34,361,-434250000.0,1141250000.0,1700750000.0,-1232750000.0,-528000000.0,1635500000.0,438000000.0,-30516029.4118,-68000000.0,92500000.0,484000000.0,8142250000.0,-379250000.0,1334750000.0,-38500000.0,45209083.3333,3057500000.0,5723750000.0,1173000000.0,1490000000.0,-200750000.0,92500000.0,201750000.0,-163750000.0,1842250000.0,1842250000.0,539000000.0,449750000.0,759750000.0,1724713250.0,1127000000.0,13119125.0,2894250000.0,453250000.0,11603500000.0,3338250000.0,-458250000.0,15926500000.0,7118250000.0,4293500000.0,11570500000.0,3464500000.0,2798500000.0,13866000000.0,316250000.0,4356000000.0,-6929500000.0
35,369,-1797000000.0,90000000.0,90000000.0,-380000000.0,-2005000000.0,2455000000.0,1003000000.0,-108000000.0,-131000000.0,-50000000.0,4000000.0,6458000000.0,-602000000.0,2469000000.0,-19000000.0,40000000.0,2372000000.0,4794000000.0,2323000000.0,167000000.0,-145000000.0,-40631754.902,309000000.0,51000000.0,1672000000.0,1672000000.0,556000000.0,300055906.863,770000000.0,1724713250.0,1228000000.0,13119125.0,10131000000.0,90000000.0,8510000000.0,1239000000.0,783000000.0,16356000000.0,2607000000.0,2535000000.0,10648000000.0,5838000000.0,1795000000.0,11252000000.0,724000000.0,5488000000.0,-5089000000.0
36,391,-128600000.0,674550000.0,674550000.0,201850000.0,-681900000.0,295050000.0,269425000.0,-28500000.0,-89800000.0,-188125000.0,22325000.0,4772300000.0,-100300000.0,62375000.0,-5725000.0,45209083.3333,3370225000.0,2344650000.0,-267975000.0,1264100000.0,-312500000.0,-262900000.0,-800000.0,-88250000.0,-219600000.0,-219600000.0,407700000.0,98400000.0,977550000.0,1724713250.0,640950000.0,0.0,1147775000.0,204736363.636,693000000.0,1586850000.0,578275000.0,9495350000.0,3197650000.0,2318225000.0,7750600000.0,4476600000.0,1327175000.0,7116950000.0,123000000.0,1744750000.0,-384500000.0
37,392,-169534500.0,420226750.0,420226750.0,-627253500.0,-317147000.0,947248000.0,186711250.0,-62250000.0,-95174500.0,50749000.0,111626000.0,5470847000.0,-183673000.0,1040792750.0,-7310750.0,45209083.3333,1150261500.0,4432959500.0,998260250.0,313963000.0,-53051000.0,-98478000.0,696777098.039,-4463250.0,672835500.0,672835500.0,390908000.0,215932250.0,761653342.593,1724713250.0,635874750.0,75441250.0,991209750.0,204736363.636,1545390750.0,3389772250.0,274412500.0,5888137000.0,2784082000.0,2312080000.0,4368205000.0,1129121000.0,1062674250.0,9903806500.0,427265000.0,1519932000.0,-1478980750.0
38,393,-109000000.0,767250000.0,767250000.0,-202500000.0,-276500000.0,585750000.0,128000000.0,-30250000.0,-55750000.0,12250000.0,202000000.0,1291500000.0,-98750000.0,662000000.0,-9500000.0,45209083.3333,651000000.0,1362750000.0,657250000.0,247000000.0,-7000000.0,-7500000.0,696777098.039,97250000.0,477000000.0,477000000.0,108750000.0,103750000.0,77000000.0,1724713250.0,84000000.0,0.0,796000000.0,68000000.0,4471000000.0,613250000.0,108750000.0,3775250000.0,1972500000.0,528000000.0,1082750000.0,300000000.0,363500000.0,2654250000.0,203500000.0,2692500000.0,-2332250000.0
39,454,-173125250.0,191582000.0,191602250.0,-215920500.0,-16734750.0,256088250.0,320070750.0,-11232750.0,-20668250.0,-1430250.0,130268250.0,2316095250.0,-34357500.0,119272000.0,-10732120.3704,45209083.3333,3087444250.0,408089250.0,5244750.0,711463750.0,-219912500.0,-40631754.902,696777098.039,23433000.0,26483500.0,26483500.0,161289000.0,10206500.0,330250.0,1724713250.0,306389500.0,13119125.0,3240252750.0,204736363.636,1344701000.0,270212000.0,229604750.0,8169239500.0,930009250.0,398419250.0,4252368500.0,2396192000.0,331334000.0,2724184500.0,108917750.0,3916871000.0,-2132297171.05
40,3,-240878500.0,468288500.0,468288500.0,123713000.0,-803324000.0,692092750.0,214495250.0,-125974701.22,-264061750.0,281684250.0,8000.0,3710013750.0,-17826000.0,708496250.0,-1488333.33333,231113322.917,337009750.0,3468271250.0,666275500.0,214555500.0,-43704000.0,351460245.305,379459200.855,11365500.0,416983750.0,416983750.0,37784250.0,65679500.0,144683000.0,50275000.0,313758750.0,0.0,1307714500.0,661361375.0,1339745500.0,2759775000.0,275109000.0,5449175000.0,3552111000.0,2813841000.0,4054743750.0,927144000.0,306823250.0,7178285000.0,743250.0,1394431250.0,-473199000.0
41,36,-3483250000.0,9142000000.0,12721750000.0,1417500000.0,-3716500000.0,5100000000.0,2810250000.0,-903000000.0,-2247750000.0,5561250000.0,5000000.0,50048000000.0,-552583814.394,615250000.0,-106000000.0,-50250000.0,2620250000.0,18104500000.0,468250000.0,3333665378.33,-127000000.0,452000000.0,379459200.855,2695000000.0,156250000.0,156250000.0,1964250000.0,567578373.264,902660824.561,50275000.0,4074750000.0,0.0,9848250000.0,661361375.0,2002500000.0,3934500000.0,4943750000.0,38124250000.0,23684500000.0,21241750000.0,29015250000.0,3698750000.0,4191750000.0,68152500000.0,667636179.398,9109000000.0,-1597000000.0
