,index,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,commonstock,costofrevenue,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,investmentchangesnet,minorityinterest,netchangeincash,netincome,netincomeapplicabletocommon,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,preferredstock,propertyplantequipmentnet,researchdevelopmentexpense,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock
112,434,-3331750000.0,2428250000.0,2465750000.0,-2803250000.0,-3610750000.0,5829000000.0,3235750000.0,-125974701.22,-25000000.0,103750000.0,3000000.0,7137250000.0,-739250000.0,4431500000.0,-33798344.8718,231113322.917,2867250000.0,14361000000.0,3021250000.0,26062750000.0,-1523750000.0,8250000.0,4750000.0,-585000000.0,1951250000.0,1951250000.0,682500000.0,283000000.0,1870500000.0,50275000.0,686000000.0,143878233.696,14923250000.0,661361375.0,384500000.0,2341750000.0,3876250000.0,48714750000.0,3933750000.0,5104500000.0,41273500000.0,23944250000.0,888250000.0,21498250000.0,1606000000.0,7441250000.0,-4606365266.67
113,435,-605750000.0,2687750000.0,2687750000.0,-3272500000.0,-452500000.0,3339500000.0,8180750000.0,-125974701.22,-8021500000.0,100250000.0,17000000.0,15424000000.0,-1047750000.0,5725250000.0,-55666666.6667,231113322.917,28860250000.0,11605750000.0,4509750000.0,9085250000.0,-1204750000.0,104750000.0,-500000.0,-237500000.0,3332250000.0,3332250000.0,10246750000.0,417000000.0,513000000.0,50275000.0,6436750000.0,143878233.696,3462750000.0,661361375.0,-86664500000.0,5344000000.0,13000000.0,66787000000.0,13101750000.0,9078250000.0,38253750000.0,20015000000.0,7333000000.0,27029750000.0,489000000.0,28533250000.0,-37200750000.0
114,439,-83809000.0,364472250.0,364472250.0,91801250.0,-131695250.0,138520500.0,50506250.0,-56093250.0,-168741250.0,61775750.0,52500.0,1120754250.0,-552583814.394,247628750.0,-1300250.0,231113322.917,81833333.3333,1060252250.0,240876000.0,18270000.0,-4323000.0,-1390500.0,379459200.855,97326250.0,149017250.0,149017250.0,49786250.0,567578373.264,19569750.0,50275000.0,45304250.0,143878233.696,217375250.0,661361375.0,592468500.0,812623500.0,-10496750.0,1437279250.0,1067867750.0,321023000.0,473027250.0,106700000.0,199838500.0,2181006500.0,37484250.0,964252000.0,-4606365266.67
115,446,-193697500.0,196804000.0,372903750.0,-265551000.0,-136521000.0,355964500.0,124387500.0,-125974701.22,-46146500.0,42442750.0,14500.0,1862518000.0,-552583814.394,362806500.0,-317250.0,231113322.917,3428872788.56,1057084750.0,363842750.0,3333665378.33,-276211750.0,57176500.0,379459200.855,-46424750.0,234338250.0,234338250.0,1734863093.07,567578373.264,902660824.561,50275000.0,1826113234.85,0.0,778634000.0,661361375.0,1333416500.0,694278250.0,121626250.0,1847718500.0,818343250.0,292307750.0,486969750.0,6354560073.84,50452750.0,2919602750.0,667636179.398,1360748750.0,-4606365266.67
116,452,-232016000.0,671746750.0,671746750.0,-495380500.0,-839963000.0,1390010250.0,241211750.0,-105064250.0,-134093750.0,33639250.0,109763750.0,5791535250.0,-375005000.0,1448732250.0,-9752750.0,231113322.917,1969980750.0,5218688750.0,1375368500.0,2817318500.0,-85670250.0,351460245.305,-816000.0,44914000.0,1057928000.0,1057928000.0,486382000.0,194902750.0,902660824.561,50275000.0,1296291750.0,0.0,860160500.0,661361375.0,3031523500.0,3670866000.0,331471500.0,9810432500.0,3676590750.0,1646621500.0,4470548500.0,1527839250.0,1244814500.0,11010224000.0,187409000.0,5339884000.0,-4606365266.67
117,465,-595500000.0,1170750000.0,1170750000.0,-10750000.0,-1032000000.0,991750000.0,552250000.0,-30750000.0,-147500000.0,27000000.0,108250000.0,15821750000.0,-178500000.0,1024500000.0,-34500000.0,231113322.917,1996250000.0,3040750000.0,582000000.0,1996000000.0,-188500000.0,-14250000.0,306750000.0,-85500000.0,567000000.0,567000000.0,309500000.0,567578373.264,723250000.0,50275000.0,561750000.0,143878233.696,3289500000.0,661361375.0,5515500000.0,1811000000.0,398250000.0,16530750000.0,7092250000.0,7001000000.0,11968250000.0,2365750000.0,2229000000.0,18862500000.0,574750000.0,4562500000.0,-1968000000.0
118,468,-12924250000.0,7686750000.0,7686750000.0,-11566000000.0,-13224250000.0,25416750000.0,8656750000.0,-125974701.22,-2981750000.0,2140500000.0,330000000.0,3.5261125e+11,-6141750000.0,27058750000.0,-191500000.0,231113322.917,19690000000.0,1.16665e+11,24862250000.0,3333665378.33,-2341250000.0,-3548000000.0,4867000000.0,435000000.0,16270750000.0,16270750000.0,8413500000.0,165666666.667,29666666.6667,50275000.0,1826113234.85,143878233.696,1.13294e+11,661361375.0,76003000000.0,89606250000.0,8432500000.0,2.01242e+11,59844500000.0,67183750000.0,1.2431175e+11,44186750000.0,6540000000.0,4.6927625e+11,9459500000.0,76326750000.0,-4606365266.67
119,471,-230000000.0,178500000.0,178500000.0,-622500000.0,-363000000.0,999750000.0,203000000.0,-22750000.0,-234250000.0,56000000.0,2000000.0,2254000000.0,-142000000.0,880250000.0,-7500000.0,231113322.917,1546500000.0,2515500000.0,759250000.0,1146500000.0,-129000000.0,-17500000.0,1250000.0,6750000.0,444500000.0,444500000.0,3566750000.0,289750000.0,902660824.561,50275000.0,291500000.0,0.0,1366000000.0,661361375.0,716500000.0,1409500000.0,555250000.0,9476500000.0,1850750000.0,1785750000.0,7716500000.0,4297750000.0,769250000.0,4769500000.0,320000000.0,1760000000.0,-2911000000.0
120,472,-514733000.0,1901252750.0,2070125750.0,-491722000.0,-648971500.0,1369128000.0,389539500.0,-125974701.22,-32590750.0,52510500.0,1200500.0,3339185250.0,-991713500.0,1148471250.0,2481750.0,1248000.0,3428872788.56,2030483000.0,888528250.0,3333665378.33,-283190250.0,-64955500.0,263532250.0,230916250.0,643903250.0,643903250.0,132113750.0,567578373.264,620923250.0,50275000.0,200622000.0,0.0,5095880500.0,661361375.0,77940000.0,443001000.0,488974750.0,7903995250.0,2419993750.0,1369992250.0,7499820500.0,5630833750.0,239238000.0,5369668250.0,102508500.0,404174750.0,-1135970750.0
121,482,-1030250000.0,781250000.0,891500000.0,-1423500000.0,-958250000.0,2163000000.0,690500000.0,-22500000.0,-57500000.0,54250000.0,4500000.0,9543750000.0,-577250000.0,1866000000.0,6750000.0,231113322.917,826000000.0,3611750000.0,1695500000.0,486250000.0,-170500000.0,351460245.305,78000000.0,-212000000.0,1264500000.0,1264500000.0,544000000.0,567578373.264,902660824.561,50275000.0,1362250000.0,143878233.696,4312250000.0,661361375.0,2044250000.0,1428250000.0,906000000.0,8721750000.0,1895750000.0,2351250000.0,6772500000.0,2981000000.0,307750000.0,13155500000.0,167000000.0,1922500000.0,-4606365266.67
122,4,-7572750000.0,12166000000.0,30176000000.0,-13545500000.0,-36249750000.0,50441000000.0,4948500000.0,-2953000000.0,-4486500000.0,5664250000.0,18207500000.0,92785250000.0,-6044500000.0,47633250000.0,-21876985.8156,218566583.333,2056000000.0,61830250000.0,48401500000.0,4020250000.0,-120188690.37,-25987500000.0,189209974.638,645750000.0,36050500000.0,36050500000.0,4486000000.0,6918750000.0,913878827.381,1392890000.0,17949500000.0,38382929.3478,15112500000.0,4081500000.0,88884500000.0,10115500000.0,14390500000.0,1.828185e+11,61114500000.0,43404500000.0,75338250000.0,15315666666.7,19567250000.0,1.546155e+11,3154000000.0,1.0748025e+11,-8355804110.0
123,10,-204515000.0,1091627000.0,3340822000.0,-462875500.0,-815143500.0,1370515500.0,301197000.0,1419500.0,-13074250.0,174784250.0,61000.0,532573000.0,-789310230.851,778724500.0,-619250.0,218566583.333,4369104750.0,3672987000.0,717885250.0,541369500.0,-65419750.0,-280035500.0,189209974.638,91877250.0,556000500.0,556000500.0,99921250.0,954048189.583,28377000.0,1392890000.0,209809250.0,0.0,659256750.0,787965000.0,6846249000.0,2021946500.0,814515000.0,10049384750.0,4204193500.0,1635653500.0,3562176250.0,1353104250.0,610806500.0,4205560000.0,159583500.0,6487208500.0,-3624707250.0
124,11,-139039750.0,723813750.0,3760555000.0,-222045500.0,-777026250.0,874754500.0,120109500.0,5429000.0,18242500.0,39915250.0,50901250.0,985695750.0,-371626750.0,850408000.0,-874500.0,218566583.333,621367500.0,1812535250.0,854912000.0,185231500.0,-26863500.0,-162442250.0,189209974.638,-125191750.0,705359250.0,705359250.0,46485500.0,954048189.583,913878827.381,1392890000.0,170825750.0,0.0,527574750.0,522531500.0,3889775000.0,413533750.0,169395250.0,6034855500.0,4591711000.0,582413000.0,1670294250.0,856001000.0,352511500.0,2798231000.0,14500000.0,4364561250.0,-8355804110.0
125,15,-64775000.0,1508175000.0,1914775000.0,13800000.0,-529275000.0,601050000.0,129525000.0,-28725000.0,-42750000.0,159975000.0,1556400000.0,271000000.0,-789310230.851,266750000.0,-1700000.0,218566583.333,1005000000.0,2057475000.0,258950000.0,77550000.0,-120188690.37,-121575000.0,189209974.638,83875000.0,210825000.0,210825000.0,151850000.0,954048189.583,913878827.381,1392890000.0,286100000.0,0.0,127225000.0,625700000.0,558725000.0,1120800000.0,390225000.0,4261250000.0,2488650000.0,1117350000.0,2159550000.0,559800000.0,443200000.0,2328475000.0,1014798739.58,2101700000.0,-8355804110.0
126,16,-61750000.0,125750000.0,125750000.0,-235750000.0,-1297750000.0,1529250000.0,906250000.0,-46250000.0,-115500000.0,200000000.0,1500000.0,1387500000.0,-61000000.0,702250000.0,-250000.0,218566583.333,3502250000.0,1876250000.0,577000000.0,2914500000.0,-122750000.0,-577500000.0,189209974.638,-4500000.0,373750000.0,373750000.0,2060250000.0,954048189.583,913878827.381,5152000000.0,153750000.0,38382929.3478,222250000.0,1686902267.65,242666666.667,1151250000.0,1155500000.0,9615250000.0,423000000.0,651250000.0,5155750000.0,3125000000.0,89750000.0,3263750000.0,2500000.0,4459500000.0,-8355804110.0
127,26,-173835250.0,333431750.0,679748750.0,-20320750.0,-523418500.0,549569000.0,204835250.0,-41381500.0,-57156750.0,55203000.0,1891250.0,526408750.0,-789310230.851,377155750.0,-4133750.0,218566583.333,746319250.0,992161500.0,382029000.0,84945250.0,-5154333.33333,-91826500.0,189209974.638,1696000.0,258082000.0,258082000.0,49254500.0,954048189.583,1542666.66667,1392890000.0,54781500.0,0.0,422503000.0,86560500.0,-2046468750.0,503455250.0,291487000.0,2976339750.0,1035668250.0,237128250.0,457147250.0,302425500.0,257819750.0,1518570250.0,1014798739.58,2519192500.0,-553728000.0
128,28,-29200000.0,278466666.667,291866666.667,-253475000.0,-18625000.0,253625000.0,46175000.0,2475000.0,775000.0,15050000.0,666666.666667,1220450000.0,-13550000.0,324350000.0,-3475000.0,218566583.333,549600000.0,837650000.0,305050000.0,140766666.667,-16725000.0,-1027683887.07,25800000.0,-21950000.0,161425000.0,161425000.0,101500000.0,22633333.3333,800000.0,1350900000.0,55166666.6667,38382929.3478,214466666.667,1686902267.65,47833333.3333,478900000.0,91800000.0,2000100000.0,943500000.0,468166666.667,1576000000.0,829933333.333,413900000.0,2058100000.0,41233333.3333,424100000.0,-8355804110.0
129,29,-43880000.0,2886021250.0,3089905000.0,-174015250.0,-611501250.0,700809250.0,49563000.0,-3217000.0,-4126250.0,-16751000.0,315500.0,586759750.0,-142640000.0,614888000.0,-21876985.8156,218566583.333,50212666.6667,1291283000.0,608941000.0,53105000.0,-17973000.0,-529889250.0,189209974.638,-84707250.0,560060250.0,560060250.0,58956500.0,47735500.0,79087250.0,1392890000.0,289629750.0,38382929.3478,194212750.0,371768250.0,2145360000.0,300347000.0,140749000.0,5152492500.0,3699136500.0,710497500.0,1871183500.0,871056250.0,354244250.0,1878042750.0,500000000.0,3281309000.0,-8355804110.0
130,31,-202250000.0,3016250000.0,3308250000.0,-415250000.0,-974750000.0,1675750000.0,363250000.0,90000000.0,145250000.0,-110000000.0,12250000.0,5327500000.0,-443000000.0,1183500000.0,250000.0,218566583.333,2862750000.0,3626750000.0,1123000000.0,905000000.0,-86000000.0,237750000.0,189209974.638,286000000.0,840750000.0,840750000.0,1215672402.59,561250000.0,901250000.0,1392890000.0,586000000.0,0.0,871750000.0,1275750000.0,12822000000.0,941250000.0,835000000.0,12795000000.0,7016500000.0,2581250000.0,5047250000.0,1946500000.0,1513750000.0,8954250000.0,1014798739.58,7747750000.0,-11047750000.0
131,43,-149205500.0,765409000.0,1028309250.0,-10412000.0,-599921000.0,722476750.0,136459750.0,-70541000.0,-128385000.0,80895000.0,230750.0,3115156500.0,-80553250.0,877844500.0,-1394250.0,218566583.333,2185756250.0,1432865000.0,828663000.0,252200000.0,-61657250.0,-66801750.0,19085000.0,110749500.0,606072750.0,606072750.0,137374000.0,148060750.0,913878827.381,1392890000.0,34068000.0,38382929.3478,480259250.0,1686902267.65,2297629250.0,548079000.0,111916250.0,5713922000.0,2887463000.0,1046607250.0,3121765000.0,1771683750.0,950648000.0,4548021500.0,200897750.0,2592157000.0,-8355804110.0
132,47,-249500000.0,1125500000.0,1125500000.0,1157500000.0,-1725750000.0,829000000.0,285000000.0,-37750000.0,-7750000.0,22250000.0,1638500000.0,1531250000.0,-176250000.0,539000000.0,-21876985.8156,218566583.333,586000000.0,1341000000.0,519250000.0,1257500000.0,-29250000.0,7750000.0,189209974.638,260750000.0,482500000.0,482500000.0,116250000.0,293500000.0,89250000.0,1392890000.0,354250000.0,38382929.3478,659500000.0,436250000.0,1016250000.0,262000000.0,346500000.0,4803500000.0,2184250000.0,531500000.0,2165000000.0,1137250000.0,467250000.0,2872250000.0,12250000.0,2638500000.0,-8355804110.0
133,66,-224250000.0,2491250000.0,3235250000.0,-178250000.0,-1460750000.0,1869750000.0,357500000.0,18500000.0,56000000.0,17750000.0,0.0,3959750000.0,-238750000.0,698750000.0,-21876985.8156,218566583.333,3254000000.0,4072250000.0,681000000.0,998500000.0,-25250000.0,-241250000.0,189209974.638,230750000.0,680500000.0,680500000.0,94000000.0,954048189.583,913878827.381,1392890000.0,257250000.0,0.0,490500000.0,2290000000.0,-4335750000.0,700000000.0,1189250000.0,11053500000.0,4630000000.0,1456750000.0,3108000000.0,1394000000.0,754250000.0,8032000000.0,150000000.0,7945500000.0,-8355804110.0
134,71,-66400000.0,2875400000.0,2927000000.0,-797200000.0,-342800000.0,1256400000.0,416200000.0,50200000.0,50200000.0,-192400000.0,59000000.0,684400000.0,-326800000.0,1242200000.0,-106200000.0,218566583.333,5826800000.0,3834600000.0,1197200000.0,1141800000.0,-45000000.0,-600000.0,189209974.638,44200000.0,898600000.0,898600000.0,184000000.0,171600000.0,913878827.381,1392890000.0,425600000.0,0.0,336200000.0,531800000.0,5273400000.0,1649400000.0,357800000.0,11843600000.0,4201200000.0,3614600000.0,6311200000.0,1269600000.0,811800000.0,4519000000.0,164600000.0,5532400000.0,-3204600000.0
135,106,-179332750.0,761070250.0,869922500.0,424537000.0,-1139630750.0,844396750.0,507410750.0,-349375250.0,-562452250.0,684972500.0,496000.0,857540750.0,-789310230.851,-144375500.0,-8346750.0,218566583.333,2399560500.0,2832790000.0,-183032750.0,327762500.0,-49610250.0,-33270500.0,189209974.638,120956250.0,-194220000.0,-194220000.0,391479750.0,195206500.0,913878827.381,1392890000.0,491147750.0,0.0,874806750.0,535385250.0,-225130250.0,2441780250.0,1038616750.0,7384755500.0,2479606500.0,3396986500.0,4615319500.0,890874000.0,1205680500.0,3690330750.0,397396500.0,2729671500.0,-8355804110.0
136,107,-511750000.0,1856750000.0,1856750000.0,-861250000.0,-577500000.0,1354750000.0,1092250000.0,-116565996.226,70250000.0,-412500000.0,160250000.0,11733500000.0,-111000000.0,-429000000.0,-1250000.0,218566583.333,2243250000.0,2579250000.0,-562500000.0,2020750000.0,-167750000.0,-1027683887.07,41750000.0,-85250000.0,-466750000.0,-466750000.0,1215672402.59,954048189.583,913878827.381,1392890000.0,2081500000.0,0.0,2288000000.0,1686902267.65,3390000000.0,1127750000.0,1804000000.0,12487250000.0,5935250000.0,3881250000.0,8154500000.0,2150000000.0,3233500000.0,14312750000.0,584750000.0,4332750000.0,-398500000.0
137,108,-1183750000.0,8028000000.0,48996250000.0,-4872750000.0,-6290000000.0,11699000000.0,2394250000.0,-22750000.0,-930000000.0,853750000.0,40525000000.0,18268500000.0,-2306750000.0,9570000000.0,-21876985.8156,218566583.333,19993500000.0,27988500000.0,9731500000.0,2795750000.0,-592750000.0,-2636750000.0,15750000.0,536250000.0,8091750000.0,8091750000.0,7082750000.0,1203500000.0,5004500000.0,1392890000.0,2723250000.0,0.0,3473000000.0,5886750000.0,12236500000.0,11732000000.0,3607250000.0,96294750000.0,62949750000.0,19260500000.0,42723250000.0,16465000000.0,8664000000.0,46257000000.0,1102500000.0,53571500000.0,-8355804110.0
138,112,-274128750.0,1776034500.0,3204555250.0,218525000.0,-1327946000.0,1236130250.0,167190000.0,-240142750.0,-320722000.0,9434500.0,4554750.0,4805862500.0,-789310230.851,1515188000.0,-9414250.0,218566583.333,863939250.0,3337512000.0,1542173250.0,317528500.0,-822666.666667,-296833250.0,189209974.638,117295000.0,1150681500.0,1150681500.0,166699000.0,266736500.0,913878827.381,1392890000.0,237189250.0,0.0,1014472250.0,1686902267.65,5345079000.0,1662735250.0,85448750.0,7970784500.0,5449494750.0,1738409250.0,2299965000.0,468750000.0,1753988000.0,8143374500.0,350001000.0,5670819500.0,-8355804110.0
139,113,-140799000.0,379448500.0,798128250.0,-271836250.0,-579182000.0,817993250.0,248797750.0,-64255500.0,-75040250.0,210905500.0,289000.0,455187500.0,-789310230.851,372693000.0,-978250.0,218566583.333,1580784750.0,2258263750.0,376080500.0,449972250.0,-9590666.66667,-77354500.0,189209974.638,-34003250.0,325028750.0,325028750.0,63832500.0,954048189.583,913878827.381,1392890000.0,90141000.0,0.0,321874500.0,475350000.0,2708573500.0,1370482500.0,493137500.0,4905049750.0,1584546000.0,1394043250.0,2068620000.0,646476500.0,611152250.0,2713451250.0,1014798739.58,2836429750.0,-3695448250.0
140,117,-4301750000.0,246000000.0,525750000.0,516000000.0,-3950000000.0,3498000000.0,1420250000.0,172500000.0,179250000.0,-230500000.0,5583000000.0,8388000000.0,-1274750000.0,2943750000.0,-21876985.8156,218566583.333,3100250000.0,4651000000.0,2252250000.0,575750000.0,-920500000.0,-31500000.0,129000000.0,64000000.0,1179250000.0,1179250000.0,6608750000.0,513750000.0,1606750000.0,0.0,3984000000.0,38382929.3478,32335250000.0,1686902267.65,6191250000.0,2714606705.0,2297750000.0,49218750000.0,5531250000.0,7229250000.0,37723250000.0,18845000000.0,1805250000.0,13039000000.0,3881000000.0,11302750000.0,-8355804110.0
141,141,-1185250000.0,5582500000.0,8615000000.0,-315750000.0,-3938750000.0,4446000000.0,1257500000.0,-151500000.0,-364750000.0,12750000.0,2000000.0,4611250000.0,-789310230.851,3036500000.0,-3750000.0,218566583.333,8815750000.0,10307000000.0,3497750000.0,1009750000.0,-120188690.37,-2229000000.0,189209974.638,187750000.0,2185000000.0,2185000000.0,363750000.0,1074000000.0,913878827.381,1392890000.0,158750000.0,38382929.3478,2534750000.0,1644000000.0,16785250000.0,4618000000.0,2261000000.0,37753500000.0,20968250000.0,11957000000.0,17166500000.0,4131250000.0,11279250000.0,14918250000.0,8425250000.0,20587000000.0,-9664500000.0
142,147,-885500000.0,5869759000.0,7859755750.0,-1807250000.0,-3939750000.0,7979250000.0,1619750000.0,403250000.0,755500000.0,1786250000.0,20372250.0,8463750000.0,-323500000.0,3898250000.0,-31000000.0,218566583.333,14138242500.0,13882250000.0,3670000000.0,1926528750.0,-138000000.0,-862750000.0,1312272250.0,2201250000.0,2699250000.0,2699250000.0,1727176000.0,552221250.0,913878827.381,1392890000.0,643440750.0,0.0,3305537250.0,2615750000.0,19582405250.0,7200750000.0,5108750000.0,41041316750.0,14183055750.0,11039802500.0,19574913250.0,2791581250.0,3661124750.0,22346000000.0,1655493500.0,21466403500.0,-8355804110.0
143,168,-1258500000.0,2883500000.0,9045500000.0,2096250000.0,-4646000000.0,3210000000.0,806500000.0,-333000000.0,-397250000.0,157000000.0,0.0,1563000000.0,-789310230.851,2523000000.0,-27750000.0,218566583.333,9410000000.0,5721500000.0,2463250000.0,2406000000.0,-42000000.0,-1728000000.0,189209974.638,632500000.0,1279000000.0,1279000000.0,251250000.0,954048189.583,913878827.381,1392890000.0,1018250000.0,615000000.0,2678750000.0,1467000000.0,3130750000.0,1731500000.0,1836750000.0,19878250000.0,10652750000.0,1118750000.0,2823250000.0,686250000.0,1126000000.0,7284500000.0,334250000.0,17055000000.0,-8355804110.0
144,172,-27403250.0,224790000.0,565555750.0,-286793250.0,-173456750.0,490265000.0,35538000.0,-33623750.0,-36648250.0,110450500.0,246479250.0,251794500.0,-789310230.851,425335000.0,-1828000.0,218566583.333,415903500.0,1183815750.0,432099750.0,1302404869.93,-120188690.37,-46820000.0,189209974.638,28187000.0,276270000.0,276270000.0,49196250.0,35003500.0,913878827.381,1392890000.0,21846500.0,0.0,59478750.0,197430500.0,1096047500.0,560452000.0,213995000.0,1973813500.0,838743250.0,506666750.0,638099000.0,3745460130.99,199323750.0,1435610250.0,1014798739.58,1335714500.0,-8355804110.0
145,176,-53339500.0,459108750.0,459108750.0,-96756000.0,-88883250.0,277661250.0,64313500.0,155000.0,-6462500.0,-1399000.0,142013500.0,731140000.0,-47101000.0,279128000.0,-7462750.0,218566583.333,547921250.0,762971500.0,270376500.0,156917500.0,-11457500.0,-252750.0,189209974.638,84559250.0,205287000.0,205287000.0,46707000.0,954048189.583,25599000.0,1392890000.0,17860250.0,0.0,219754750.0,143744500.0,1468472750.0,329045250.0,72374250.0,2259287750.0,1262564500.0,265845000.0,658767000.0,306673500.0,326493750.0,1494111500.0,10000000.0,1600520750.0,-8355804110.0
146,191,-1582000000.0,4915500000.0,5818000000.0,-1436000000.0,-1662500000.0,3472750000.0,1039000000.0,-100250000.0,-238250000.0,34000000.0,827500000.0,4791250000.0,-495750000.0,1548250000.0,-196500000.0,773500000.0,1076000000.0,3567750000.0,2038250000.0,518500000.0,-110750000.0,65500000.0,55000000.0,177750000.0,2221500000.0,2221500000.0,673000000.0,730000000.0,913878827.381,1392890000.0,1616000000.0,1150000000.0,10965750000.0,740500000.0,10901250000.0,1142500000.0,1251250000.0,28941000000.0,9375250000.0,2030750000.0,7614750000.0,3061250000.0,1284500000.0,8359000000.0,40000000.0,21326250000.0,-3905750000.0
147,196,-6257000000.0,15501500000.0,53956500000.0,-65000000.0,-16707750000.0,18054750000.0,3432750000.0,-1222750000.0,-1539000000.0,1277500000.0,24447000000.0,19512000000.0,-789310230.851,14368750000.0,-102750000.0,218566583.333,11243500000.0,31854000000.0,14988250000.0,4931000000.0,-120188690.37,-6477500000.0,189209974.638,1179250000.0,11959500000.0,11959500000.0,1941500000.0,954048189.583,1958000000.0,1392890000.0,3222750000.0,0.0,15466000000.0,7053500000.0,55728750000.0,10306750000.0,6095250000.0,1.0210625e+11,66695750000.0,13990750000.0,21689000000.0,2859500000.0,8925750000.0,51366000000.0,2196250000.0,80417250000.0,-8355804110.0
148,199,-51558250.0,1223439250.0,1368961000.0,-390930500.0,-281884000.0,664968500.0,85205250.0,48040250.0,13238250.0,39250250.0,1797435000.0,1296992250.0,-318982750.0,605646250.0,-8321000.0,218566583.333,4661210693.94,1447196000.0,646498000.0,1302404869.93,-120188690.37,-205700750.0,189209974.638,-16167000.0,509980500.0,509980500.0,15097000.0,50671250.0,913878827.381,1392890000.0,142513500.0,38382929.3478,418147750.0,346100250.0,1685941500.0,495449500.0,154988000.0,4715842000.0,2554392250.0,926467500.0,1252979500.0,3745460130.99,620819750.0,2744188250.0,1014798739.58,3462862500.0,-158882500.0
149,204,-119929000.0,564204500.0,696790500.0,-55707750.0,-280473500.0,308633250.0,126496250.0,-116565996.226,-149509500.0,112075000.0,967750.0,3262616250.0,-37297000.0,251191250.0,11483500.0,-85000.0,268865500.0,1183070750.0,225759500.0,1302404869.93,-15899000.0,-10472250.0,221500.0,-16064500.0,210639000.0,210639000.0,233965250.0,285767750.0,913878827.381,1392890000.0,97080750.0,0.0,458893000.0,1686902267.65,1737773250.0,931879500.0,98022500.0,3397308500.0,2193080750.0,1248161750.0,1799629000.0,288212750.0,694849250.0,4445687000.0,118024500.0,1597679500.0,-1165923250.0
150,218,-888475500.0,317279500.0,317279500.0,-167787000.0,-781139750.0,1023399000.0,420547250.0,-62885250.0,-83114500.0,19973000.0,10852250.0,1761448000.0,-103557250.0,887981000.0,-21876985.8156,218566583.333,4661210693.94,1439306250.0,950064500.0,1302404869.93,-9197750.0,71339500.0,189209974.638,74472250.0,615147250.0,615147250.0,19848000.0,6514750.0,4133750.0,0.0,85415750.0,0.0,4473322000.0,15741000.0,3771991250.0,115037000.0,408251750.0,5927916000.0,1096779500.0,439423000.0,1817978750.0,137500000.0,601915750.0,3200754250.0,77500000.0,4109937250.0,-73218750.0
151,219,-3824250000.0,11660000000.0,11660000000.0,-4985000000.0,-5751750000.0,11787750000.0,4756000000.0,1170500000.0,886750000.0,-480250000.0,19250000.0,90255500000.0,-1037000000.0,3234000000.0,-21876985.8156,218566583.333,34470750000.0,27583000000.0,2529000000.0,5177500000.0,-120188690.37,-41750000.0,389750000.0,1051000000.0,1137500000.0,1137500000.0,9839500000.0,13104000000.0,806000000.0,1392890000.0,16799000000.0,0.0,11762250000.0,3308750000.0,27878500000.0,13424250000.0,10650250000.0,1.1179175e+11,50541750000.0,46591000000.0,83026500000.0,19246750000.0,19210750000.0,1.178385e+11,6048750000.0,28765250000.0,-8355804110.0
152,222,-223825000.0,401225000.0,401225000.0,-351200000.0,-462175000.0,842050000.0,224300000.0,34000000.0,10525000.0,18150000.0,111900000.0,3449325000.0,-152900000.0,907550000.0,-2225000.0,218566583.333,1869975000.0,1799025000.0,801850000.0,372425000.0,-101575000.0,25000.0,4125000.0,26450000.0,316600000.0,316600000.0,154350000.0,244400000.0,291100000.0,461550000.0,382625000.0,0.0,728375000.0,1686902267.65,1402950000.0,891475000.0,527650000.0,5388800000.0,2189150000.0,1314225000.0,3431750000.0,1730775000.0,745800000.0,5248350000.0,141700000.0,1957050000.0,-8355804110.0
153,227,-3888250000.0,10381500000.0,10648250000.0,-12751500000.0,-5931750000.0,18446500000.0,4665250000.0,-116565996.226,-906250000.0,-874500000.0,50624750000.0,51340000000.0,-3892250000.0,20598750000.0,-309000000.0,218566583.333,29300000000.0,48897750000.0,20943250000.0,3538500000.0,-439000000.0,-386250000.0,126000000.0,-545750000.0,15241250000.0,15241250000.0,14737750000.0,954048189.583,913878827.381,1392890000.0,8857250000.0,38382929.3478,13117750000.0,5813500000.0,1.2258325e+11,23422000000.0,3205500000.0,1.198505e+11,50283250000.0,41375750000.0,1.014355e+11,28718500000.0,30951500000.0,1.0023775e+11,7559250000.0,18415000000.0,-1.3051275e+11
